-0.034019,0.010562,-0.02831,-0.047823,-0.041674,-0.047008,-6.5342e-07,1

-0.029844,-0.041165,0.030245,-0.045643,-0.041612,-0.037644,-6.5807e-07,1

0.016478,-0.026823,0.022223,-0.038955,-0.040041,-0.031172,-9.4754e-07,1

-0.005397,0.0022603,-0.012887,-0.035681,-0.035914,-0.029388,-1.6957e-06,1

0.013522,-0.0013401,-0.045223,-0.031336,-0.032869,-0.030796,-2.6469e-06,1

-0.04162,-0.013571,-0.02173,-0.032204,-0.031322,-0.030056,-3.3581e-06,1

0.03584,-0.010697,0.04837,-0.027069,-0.029766,-0.024137,-4.0569e-06,1

0.025711,0.036277,-0.030418,-0.023394,-0.02516,-0.024578,-6.912e-06,1

0.034332,0.0099056,0.037021,-0.019638,-0.022889,-0.020538,-8.7375e-06,1

0.039119,-0.049892,0.028174,-0.016313,-0.024374,-0.017541,-1.2311e-05,1

-0.0012932,-0.033911,-0.011264,-0.015471,-0.024956,-0.017177,-1.2881e-05,1

0.020397,-0.013755,-0.0024287,-0.013535,-0.02437,-0.016369,-1.6863e-05,1

0.0006417,-0.047278,0.020748,-0.012858,-0.025619,-0.014441,-1.5554e-05,1

-0.027136,-0.0026745,-0.026991,-0.013592,-0.024515,-0.01506,-1.7084e-05,1

0.0099771,-0.039153,0.021669,-0.012543,-0.025262,-0.013332,-1.6857e-05,1

0.014754,-0.030772,-0.041903,-0.011375,-0.025568,-0.014616,-1.7914e-05,1

0.043024,-0.044933,-0.0025995,-0.0090953,-0.02646,-0.014099,-1.8251e-05,1

0.041394,0.030779,-0.016323,-0.0073013,-0.02391,-0.014191,-3.6829e-05,1

-0.039023,0.015111,0.043583,-0.0086165,-0.022421,-0.011903,-3.9864e-05,1

0.047998,0.0042298,0.04369,-0.0065446,-0.021484,-0.0097849,-5.4305e-05,1

0.026172,-0.047063,-0.040221,-0.0054047,-0.022481,-0.010902,-5.2674e-05,1

-0.035092,0.023333,-0.003976,-0.0065132,-0.020911,-0.010657,-6.0592e-05,1

0.012479,-0.026025,-0.0012535,-0.005954,-0.02117,-0.010335,-6.1652e-05,1

-0.016772,-0.0031606,0.046072,-0.0065974,-0.020388,-0.0084705,-6.4688e-05,1

0.0062362,-0.043184,-0.043081,-0.0062496,-0.021178,-0.0095781,-6.0276e-05,1

-0.022095,0.021571,-0.023853,-0.0068257,-0.019928,-0.010021,-7.167e-05,1

-0.013998,0.014595,-0.018786,-0.0071266,-0.018963,-0.010284,-8.2998e-05,1

0.033403,0.0059895,-0.038008,-0.0059952,-0.018274,-0.011094,-0.00010055,1

-0.03292,0.016966,0.027103,-0.007064,-0.017106,-0.01001,-0.00010717,1

-0.039337,0.014964,-0.018667,-0.008042,-0.016298,-0.010249,-0.00011207,1

-0.045647,-0.008864,-0.01573,-0.009117,-0.01616,-0.010396,-0.00010518,1

-0.035868,0.006044,-0.042397,-0.0099054,-0.015657,-0.011233,-0.00010857,1

0.010156,-0.031477,-0.018422,-0.0094567,-0.016118,-0.011416,-0.00010618,1

-0.041097,0.0017509,0.028418,-0.010554,-0.015514,-0.010426,-0.00010422,1

-0.045025,-0.042013,0.035234,-0.011503,-0.016273,-0.0093191,-7.8607e-05,1

-0.038106,-0.014108,0.0068047,-0.012231,-0.016317,-0.0089374,-7.1082e-05,1

-0.01196,0.021894,-0.0286,-0.012298,-0.015486,-0.009392,-9.32e-05,1

0.019254,0.0052966,0.027389,-0.011658,-0.015066,-0.0085608,-0.00011563,1

0.031247,0.022377,-0.0056444,-0.010947,-0.013986,-0.0084963,-0.0001557,1

0.0083499,0.033039,-0.04068,-0.010584,-0.012987,-0.0091921,-0.000193,1

0.039683,0.037392,0.00045559,-0.0095903,-0.011931,-0.0089879,-0.00024593,1

-0.026048,-0.048475,-0.0435,-0.010053,-0.012812,-0.0097032,-0.00021478,1

-0.018445,0.011681,-0.024977,-0.010492,-0.012118,-0.010013,-0.00022818,1

0.013134,0.020584,0.026774,-0.010073,-0.011474,-0.0092812,-0.00026276,1

-0.0084489,0.025559,0.034761,-0.010131,-0.010785,-0.0084218,-0.0002917,1

-0.023215,0.037453,-0.029347,-0.010438,-0.0098634,-0.0088223,-0.00032364,1

0.03359,-0.024507,0.042547,-0.0098849,-0.0099531,-0.0078576,-0.00033477,1

-0.04501,0.044747,-0.0021563,-0.010588,-0.0089473,-0.0077525,-0.00036224,1

0.032379,0.025994,-0.02978,-0.0098363,-0.0082615,-0.0081511,-0.00041342,1

-0.023265,-0.015656,-0.046741,-0.010183,-0.008476,-0.0088372,-0.00040054,1

-0.013946,-0.025973,0.040652,-0.010515,-0.0086318,-0.0079727,-0.00038289,1

0.03651,-0.002021,0.042177,-0.0097521,-0.0084988,-0.0071118,-0.00041543,1

0.043009,0.029534,0.003858,-0.0088612,-0.0077568,-0.0069267,-0.00047956,1

-0.031968,-0.0073319,-0.025558,-0.0093539,-0.0078272,-0.0072359,-0.00046755,1

0.044806,0.034219,-0.049999,-0.0086017,-0.0067719,-0.0079341,-0.00054182,1

0.029567,-0.038996,0.037453,-0.0080939,-0.0073529,-0.0072049,-0.00053369,1

-0.04978,0.044594,-0.037054,-0.0088026,-0.0065039,-0.0076769,-0.00056051,1

0.042767,0.049584,-0.042307,-0.0079261,-0.0054279,-0.0082159,-0.00064696,1

-0.0093892,0.031963,0.033687,-0.0079835,-0.0047866,-0.0075737,-0.00068415,1

0.010831,-0.041303,-0.03197,-0.0079144,-0.0051909,-0.007942,-0.0006588,1

0.01409,-0.0052485,-0.007943,-0.0076548,-0.0051832,-0.0079421,-0.00067303,1

0.0047424,-0.018739,0.040036,-0.0075765,-0.0054305,-0.0072392,-0.00066661,1

-0.0030808,-0.025729,0.01957,-0.0076671,-0.0058211,-0.006852,-0.00064749,1

